,CP022686.1
b2799,1.0
b3902,1.0
b2705,1.0
b2091,1.0
b3137,1.0
b2096,1.0
b3132,1.0
b2095,1.0
b4323,1.0
b1521,1.0
b3385,1.0
b0507,1.0
b3061,1.0
b3062,1.0
b3126,1.0
b1095,1.0
b1054,1.0
b1855,1.0
b2378,1.0
b0109,1.0
b1094,1.0
b2836,1.0
b2472,1.0
b1590,1.0
b0894,1.0
b1588,1.0
b1587,1.0
b0896,1.0
b1589,1.0
b0895,1.0
b3553,1.0
b0638,1.0
b3399,1.0
b0469,1.0
b3187,1.0
b3222,1.0
b3225,1.0
b3942,1.0
b1732,1.0
b0586,1.0
b3794,1.0
b3693,1.0
b2901,1.0
b2716,0.0
b3721,1.0
b3416,1.0
b1398,0.0
b0049,1.0
b3784,1.0
b4481,1.0
b3052,1.0
b1896,1.0
b0841,1.0
b1278,1.0
b3057,1.0
b3519,1.0
b0910,1.0
b3648,1.0
b2221,1.0
b2222,1.0
b1694,1.0
b2039,0.0
b3789,1.0
b2041,0.0
b3788,1.0
b2036,0.0
b2038,0.0
b2040,0.0
b0512,1.0
b3972,1.0
s0001,0.0
b3617,1.0
b0030,1.0
b0200,1.0
b0222,1.0
b0038,1.0
b0036,1.0
b3844,1.0
b2784,1.0
b2431,1.0
b1019,1.0
b0475,1.0
b4040,1.0
b3974,1.0
b0103,1.0
b2104,1.0
b1215,1.0
b3198,1.0
b1747,1.0
b1744,1.0
b0340,0.0
b2988,1.0
b2883,1.0
b1098,1.0
b0888,1.0
b0688,1.0
b1317,1.0
b2690,1.0
b2168,1.0
b2687,1.0
b4196,1.0
b3581,1.0
b3582,1.0
b4197,1.0
b3575,1.0
b0312,1.0
b0403,1.0
b0207,1.0
b3012,1.0
b3962,1.0
b0937,1.0
b2763,1.0
b2764,1.0
b2563,1.0
b3475,1.0
b2507,1.0
b1982,1.0
b1812,1.0
b3360,1.0
b1096,1.0
b4039,1.0
b1200,1.0
b2415,1.0
b1199,1.0
b2416,1.0
b1198,1.0
b0171,1.0
b4477,1.0
b2498,1.0
b2780,1.0
b0087,1.0
b0090,1.0
b3946,1.0
b0825,1.0
b3619,1.0
b4267,0.0
b1033,1.0
b3957,1.0
b1623,1.0
b3665,1.0
b4177,1.0
b0677,1.0
b1767,1.0
b0828,1.0
b3744,1.0
b0674,1.0
b4244,1.0
b4245,1.0
b0029,1.0
b1092,1.0
b3809,1.0
b0031,1.0
b0003,1.0
b1748,1.0
b3359,1.0
b0004,1.0
b4013,1.0
b2601,1.0
b0754,1.0
b1704,1.0
b2700,1.0
b1768,1.0
b1014,1.0
b1584,1.0
b3790,1.0
b4014,1.0
b2976,1.0
b1897,1.0
b3034,1.0
b3397,1.0
b0062,1.0
b3600,1.0
b3608,1.0
b4119,1.0
b2802,1.0
b2803,1.0
b2800,1.0
b2738,1.0
b0335,1.0
b1236,1.0
b0179,1.0
b0085,1.0
b0091,1.0
b0088,1.0
b0505,1.0
b0350,0.0
b0352,0.0
b0347,0.0
b0726,1.0
b0727,1.0
b3945,1.0
b0131,1.0
b0086,1.0
b0096,1.0
b0181,1.0
b2019,1.0
b2020,1.0
b2022,1.0
b1207,1.0
b2026,1.0
b2024,1.0
b3607,1.0
b2421,1.0
b2414,1.0
b4214,1.0
b2762,1.0
b4024,1.0
b0002,1.0
b3940,1.0
b3433,1.0
b2838,1.0
b2942,1.0
b4192,1.0
b1993,1.0
b1992,1.0
b0417,1.0
b0348,0.0
b0349,0.0
b3124,1.0
b0583,1.0
b0732,0.0
b0517,1.0
b0521,1.0
b3223,1.0
b2428,1.0
b0651,1.0
b2162,1.0
b0522,1.0
b1779,1.0
b2388,1.0
b2029,1.0
b0368,1.0
b2463,1.0
b3960,1.0
b0033,1.0
b0032,1.0
b0242,1.0
b0074,1.0
b1091,1.0
b3908,1.0
b1656,1.0
b0159,1.0
b1106,1.0
b1759,1.0
b2251,1.0
b0905,1.0
b3248,1.0
b0386,1.0
b2521,1.0
b2668,1.0
b3425,1.0
b2053,1.0
b2920,0.0
b2143,1.0
b0778,1.0
b2065,1.0
b2478,1.0
b0337,1.0
b3729,1.0
b2688,1.0
b0485,1.0
b1524,1.0
b2312,1.0
b0104,1.0
b1740,1.0
b3366,1.0
b3365,1.0
b0273,1.0
b4254,1.0
b2500,1.0
b3449,1.0
b0331,1.0
b2210,1.0
b1746,1.0
b0052,1.0
b2564,1.0
b0369,1.0
b4005,1.0
b2557,1.0
b2440,1.0
b2441,1.0
b2049,1.0
b3806,1.0
b2533,1.0
b0333,1.0
b4161,1.0
b3590,1.0
b2918,0.0
b2727,1.0
b2173,1.0
b4352,1.0
b4173,1.0
b1852,1.0
b0134,1.0
b2028,1.0
b2788,1.0
b2787,1.0
b3791,1.0
b3787,1.0
b1415,1.0
b1493,1.0
b3517,1.0
b3551,1.0
b2750,1.0
b1622,1.0
b3939,1.0
b2661,1.0
b0241,1.0
b0929,1.0
b1377,1.0
b2215,1.0
b0411,1.0
b0957,1.0
b1319,1.0
b3875,0.0
b1701,1.0
b1805,1.0
b1646,1.0
b2206,1.0
b2203,1.0
b2204,1.0
b2205,1.0
b2202,1.0
b0980,1.0
b0383,1.0
b1465,1.0
b1226,1.0
b1466,1.0
b1224,1.0
b1468,1.0
b1227,1.0
b1467,1.0
b1225,1.0
b1602,1.0
b1603,1.0
b0997,1.0
b1873,1.0
b1872,1.0
b0996,1.0
b2342,1.0
b3845,1.0
b4388,1.0
b3528,1.0
b0010,1.0
b4138,1.0
b4123,1.0
b0621,1.0
b2417,1.0
b2429,1.0
b2422,1.0
b2425,1.0
b0763,1.0
b3917,1.0
b0764,1.0
b2423,1.0
b0765,1.0
b2424,1.0
b3063,1.0
b2913,1.0
b0367,1.0
b0365,1.0
b0366,1.0
b2393,1.0
b2964,1.0
b3849,1.0
b3747,1.0
b3290,1.0
b1291,1.0
b1363,0.0
b1250,1.0
b2587,1.0
b4031,0.0
b0068,1.0
b0067,1.0
b0066,1.0
b2406,1.0
b3460,1.0
b3456,1.0
b3455,1.0
b3454,1.0
b3457,1.0
b4240,1.0
b3161,1.0
b0112,1.0
b3709,1.0
b1907,1.0
b3566,1.0
b3567,1.0
b3568,1.0
b3578,1.0
b3579,1.0
b3577,0.0
b3089,1.0
b2153,1.0
b0935,1.0
b0153,1.0
b0152,1.0
b0151,1.0
b1711,1.0
b1709,1.0
b0158,1.0
b2223,1.0
b1101,1.0
b0679,1.0
b1818,1.0
b1817,1.0
b1819,1.0
b3224,1.0
b0311,1.0
b4381,1.0
b0590,1.0
b0588,1.0
b0592,1.0
b0589,1.0
b2841,1.0
b2308,1.0
b2310,1.0
b0862,1.0
b0863,1.0
b0864,1.0
b0860,1.0
b2306,1.0
b0861,1.0
b2307,1.0
b4115,1.0
b4193,1.0
b4194,1.0
b4195,1.0
b1453,1.0
b0653,1.0
b0655,1.0
b0654,1.0
b0652,1.0
b4077,1.0
b4055,1.0
b0480,1.0
b2789,1.0
b3127,1.0
b2943,1.0
b2663,1.0
b1917,1.0
b1920,1.0
b1918,1.0
b2703,1.0
b2702,1.0
b2704,1.0
b1197,1.0
b4515,1.0
b0733,1.0
b0978,1.0
b0734,1.0
b0979,1.0
b3739,1.0
b3731,1.0
b3736,1.0
b3732,1.0
b3738,1.0
b3733,1.0
b3737,1.0
b3735,1.0
b3734,1.0
b4067,1.0
b3654,1.0
b3714,1.0
b3664,1.0
b4088,1.0
b4087,1.0
b4086,1.0
b0511,1.0
b1900,1.0
b4460,1.0
b1901,1.0
b0837,1.0
b0124,1.0
b4064,1.0
b4464,1.0
b0974,1.0
b2997,1.0
b0973,1.0
b2995,1.0
b2994,1.0
b0972,1.0
b2996,1.0
b4287,1.0
b4289,1.0
b4288,1.0
b4290,1.0
b1252,1.0
b3006,1.0
b3005,1.0
b1102,1.0
b2315,1.0
b0612,1.0
b0040,1.0
b2130,1.0
b2131,1.0
b2128,1.0
b2129,1.0
b3409,1.0
b2169,1.0
b2167,1.0
b2801,1.0
b0584,1.0
b0336,1.0
b0341,0.0
b3909,1.0
b4036,1.0
b4291,1.0
b1119,1.0
b3829,1.0
b4019,1.0
b0886,1.0
b0887,1.0
b2476,1.0
b0509,1.0
b3125,1.0
b2501,1.0
b3941,1.0
b2574,1.0
b3177,1.0
b0529,1.0
b4132,1.0
b0750,1.0
b0306,1.0
b0307,1.0
b3605,1.0
b0308,1.0
b2492,0.0
b0904,1.0
b3631,1.0
b0914,1.0
b1300,0.0
b1967,1.0
b0933,1.0
b0934,1.0
b0936,1.0
b2032,0.0
b2027,1.0
b2035,0.0
b3622,0.0
b0459,1.0
b0585,1.0
b1326,1.0
b1325,1.0
b0591,1.0
b3035,1.0
b0692,1.0
b2014,1.0
b1296,0.0
b1298,0.0
b3374,0.0
b1308,1.0
b2197,1.0
b2198,1.0
b2201,1.0
b2200,1.0
b2199,1.0
b0622,1.0
b3785,1.0
b3793,1.0
b2552,1.0
b0756,1.0
b0484,1.0
b3469,1.0
b3626,0.0
b3623,0.0
b2257,1.0
b2711,1.0
b2710,1.0
b4111,1.0
b1386,0.0
b4071,1.0
b4073,1.0
b4072,1.0
b4070,1.0
b3679,1.0
b0110,1.0
b1463,1.0
b4219,1.0
b1832,1.0
b1778,1.0
b2871,1.0
b0932,1.0
b2523,1.0
b4260,1.0
b0237,1.0
b2132,1.0
b2239,1.0
b4169,1.0
b2435,1.0
b2817,1.0
b0867,1.0
b1654,1.0
b3610,1.0
b2675,1.0
b2676,1.0
b0849,1.0
b1064,1.0
b3336,1.0
b0123,1.0
b1192,1.0
b1270,1.0
b2180,1.0
b2179,1.0
b1246,1.0
b1243,1.0
b1244,1.0
b1247,1.0
b2177,1.0
b2178,1.0
b1329,1.0
b1245,1.0
b0433,1.0
b4367,1.0
b0574,1.0
b0573,1.0
b0575,1.0
b0572,1.0
b3915,1.0
b0752,1.0
b1858,1.0
b1859,1.0
b1857,1.0
b1981,1.0
b2392,1.0
b0452,1.0
b1927,1.0
b3571,1.0
b3650,1.0
b2344,0.0
b4213,1.0
b1059,1.0
b1727,1.0
b3580,1.0
b2051,1.0
b4265,0.0
b3266,1.0
b3265,1.0
b3907,1.0
b4242,1.0
b3479,1.0
b3477,1.0
b3476,1.0
b3480,1.0
b3478,1.0
b4094,1.0
b4513,0.0
b0696,1.0
b0698,1.0
b0697,1.0
b3458,1.0
b2975,1.0
b3603,1.0
b4034,1.0
b4035,1.0
b4032,1.0
b4033,1.0
b3666,1.0
b0731,0.0
b0343,1.0
b4120,0.0
b0197,1.0
b0199,1.0
b0198,1.0
b1297,0.0
b2933,1.0
b3599,1.0
b2934,1.0
b1186,1.0
b0019,1.0
b0451,1.0
b0751,1.0
b1223,1.0
b3367,1.0
b1469,1.0
b3726,1.0
b3728,1.0
b3727,1.0
b3725,1.0
b3258,1.0
b3371,0.0
b2679,1.0
b2677,1.0
b2678,1.0
b0402,1.0
b1015,1.0
b0855,1.0
b1123,1.0
b0856,1.0
b1126,1.0
b0854,1.0
b1441,1.0
b0857,1.0
b1443,1.0
b1124,1.0
b1125,1.0
b1440,1.0
b1442,1.0
b2957,1.0
b0150,1.0
b1865,1.0
b2954,1.0
b1002,1.0
b2938,1.0
b4090,1.0
b4084,1.0
b4085,1.0
b3748,1.0
b3751,1.0
b3750,1.0
b4230,1.0
b4227,1.0
b4231,1.0
b3749,1.0
b4485,1.0
b0260,0.0
b0810,1.0
b0809,1.0
b0811,1.0
b1492,1.0
b3653,1.0
b3927,1.0
b3959,1.0
b2170,1.0
b0070,0.0
b1528,1.0
b2303,1.0
b3028,1.0
b3432,1.0
b3503,1.0
b4321,1.0
b3792,1.0
b2033,0.0
b2034,0.0
b2037,0.0
b2175,1.0
b0356,1.0
b2240,1.0
b0875,1.0
b0353,0.0
b2309,1.0
b0325,1.0
b2092,1.0
b2093,1.0
b2094,1.0
b3093,1.0
b3415,1.0
b4476,1.0
b1621,1.0
b2021,1.0
b0166,1.0
b1519,1.0
b3437,1.0
b4268,0.0
b3805,1.0
b3904,1.0
b2482,0.0
b2484,0.0
b2488,0.0
b2723,1.0
b2485,0.0
b2483,0.0
b2724,1.0
b2721,1.0
b2490,0.0
b2719,1.0
b4079,1.0
b2481,0.0
b2486,0.0
b2722,1.0
b2720,1.0
b2487,0.0
b2489,0.0
b2747,1.0
b3213,1.0
b1761,1.0
b3212,1.0
b0186,1.0
b4131,1.0
b1189,1.0
b2888,1.0
b2882,1.0
b3453,1.0
b3450,1.0
b3451,1.0
b3452,1.0
b2536,1.0
b0212,1.0
b3779,1.0
b2868,1.0
b2867,1.0
b2866,1.0
b4311,1.0
b1991,1.0
b3502,0.0
b1444,1.0
b2927,1.0
b2023,1.0
b2025,1.0
b3640,1.0
b0425,1.0
b3772,1.0
b0931,1.0
b1764,1.0
b2150,1.0
b2149,1.0
b2148,1.0
b1640,1.0
b0048,1.0
b1606,1.0
b3390,1.0
b0388,1.0
b1745,1.0
b0114,1.0
b0115,1.0
b3128,1.0
b2255,1.0
b0774,1.0
b1605,1.0
b2818,1.0
b1489,1.0
b3032,1.0
b0334,1.0
b0092,1.0
b0381,1.0
b1738,1.0
b2715,0.0
b1736,1.0
b1737,1.0
b2224,1.0
b1216,1.0
b0842,1.0
b3350,1.0
b0047,1.0
b0728,1.0
b0729,1.0
b0650,0.0
b0757,1.0
b0133,1.0
b2165,1.0
b3389,1.0
b2366,1.0
b1723,1.0
b0755,1.0
b3612,1.0
b3919,1.0
b2914,1.0
b2320,1.0
b1107,1.0
b1539,1.0
b3823,1.0
b0813,1.0
b2919,0.0
b3870,1.0
b2947,1.0
b2253,1.0
b2254,1.0
b2256,1.0
b2258,1.0
b4544,1.0
b3621,1.0
b1781,1.0
b3001,1.0
b3620,1.0
b3624,0.0
b3629,0.0
b3628,0.0
b3627,0.0
b3850,1.0
b3630,1.0
b3632,0.0
b3625,0.0
b2810,1.0
b1680,1.0
b3867,1.0
b3824,1.0
b2133,1.0
b2260,1.0
b1919,1.0
b2578,1.0
b1533,1.0
b4394,1.0
b2499,1.0
b3825,1.0
b2835,1.0
b3029,1.0
b2889,1.0
b3821,1.0
b2146,1.0
b2147,1.0
b4478,1.0
b1380,1.0
b2965,1.0
b0693,1.0
b0954,1.0
b1288,1.0
b0175,1.0
b3918,1.0
b1912,1.0
b2585,1.0
b1093,1.0
b1661,1.0
b1006,1.0
b2497,1.0
b1488,0.0
b3541,1.0
b3543,1.0
b3540,1.0
b1487,0.0
b3544,1.0
b1486,0.0
b1483,0.0
b1484,0.0
b1485,0.0
b3542,1.0
b0832,1.0
b0831,1.0
b0829,1.0
b0830,1.0
b0789,1.0
b1249,1.0
b0657,1.0
b1677,1.0
b0418,1.0
b0508,1.0
b0613,1.0
b1301,0.0
b0805,1.0
b2155,1.0
b0576,1.0
b0594,1.0
b0376,1.0
b0632,1.0
b0839,1.0
b2010,1.0
b2430,0.0
b3182,1.0
b3833,1.0
b0514,1.0
b0089,1.0
b3396,1.0
b2519,1.0
b1069,1.0
b3208,1.0
b0149,1.0
b0635,1.0
b0084,1.0
b0925,1.0
b1678,1.0
b0355,1.0
b2154,1.0
b2893,1.0
b0604,1.0
b3930,1.0
b3994,1.0
b1710,1.0
b2480,1.0
b0429,1.0
b0432,1.0
b0431,1.0
b0430,1.0
b4041,1.0
b0180,1.0
b2413,1.0
b3018,1.0
b4042,1.0
b4160,1.0
b0723,1.0
b0722,1.0
b0724,1.0
b0721,1.0
b0494,1.0
b1276,1.0
b0118,1.0
b3447,1.0
b1990,1.0
b1113,1.0
b0819,1.0
b2813,1.0
b0211,1.0
b1097,1.0
b1193,1.0
b2701,1.0
b4392,1.0
b2963,1.0
b2558,1.0
b3546,1.0
b1655,1.0
b2328,1.0
b2134,1.0
b1856,1.0
b1185,1.0
b3860,1.0
b4136,1.0
b0606,1.0
b0605,1.0
b0221,1.0
b2285,1.0
b2286,1.0
b2288,1.0
b2283,1.0
b2279,1.0
b2278,1.0
b2276,1.0
b2284,1.0
b2282,1.0
b2281,1.0
b2277,1.0
b2287,1.0
b2280,1.0
b1801,0.0
b4208,1.0
b0007,1.0
b0874,1.0
b2923,1.0
b0037,1.0
b1734,1.0
b2467,1.0
b0404,1.0
b0314,1.0
b4474,0.0
b3370,0.0
b3816,1.0
b3040,1.0
b2373,1.0
b4233,1.0
b3196,1.0
b3691,1.0
b2843,1.0
b2156,1.0
b4130,1.0
b4356,1.0
b4358,1.0
b3431,1.0
b0155,1.0
b0684,1.0
b1378,1.0
b2895,1.0
b0777,1.0
b0641,1.0
b3201,1.0
b3200,1.0
b4261,1.0
b4262,1.0
b3199,1.0
b0054,1.0
b1025,1.0
b1490,0.0
b1535,1.0
b1794,1.0
b1341,1.0
b2503,1.0
b0315,1.0
b1285,1.0
b3525,1.0
b0009,1.0
b0784,1.0
b2530,1.0
b2470,1.0
b0463,1.0
b0462,1.0
b1394,0.0
b1090,1.0
b3059,1.0
b2529,1.0
b1683,1.0
b1684,1.0
b1682,1.0
b1681,1.0
b0827,1.0
b3856,1.0
b3857,1.0
b3058,1.0
b1634,1.0
b3496,1.0
b0709,1.0
b2528,1.0
b1679,1.0
b0775,1.0
b1009,1.0
b0444,1.0
b2794,1.0
b1008,1.0
b2765,1.0
b2263,1.0
b1011,1.0
b1010,1.0
b0968,1.0
b2264,1.0
b2262,1.0
b1686,1.0
b3991,1.0
b3992,1.0
b0423,1.0
b3990,1.0
b4407,1.0
b2877,1.0
b2374,1.0
b1392,0.0
b1391,0.0
b1390,0.0
b1388,0.0
b1389,0.0
b1397,0.0
b1395,0.0
b1007,1.0
b1012,1.0
b0785,1.0
b3893,1.0
b1474,1.0
b3894,1.0
b1475,1.0
b3892,1.0
b1476,1.0
b0776,1.0
b3412,1.0
b2515,1.0
b4238,1.0
b4237,1.0
b3924,1.0
b4209,1.0
b1387,0.0
b1393,0.0
b2912,1.0
b2174,1.0
b0826,1.0
b0781,1.0
b0783,1.0
b0630,1.0
b0628,1.0
b4386,1.0
b1385,0.0
b2917,1.0
b3572,1.0
b4129,1.0
b3722,1.0
b0681,1.0
b1473,1.0
b3882,0.0
b1600,1.0
b1599,1.0
b2660,1.0
b4167,1.0
b2670,1.0
b3070,1.0
b0269,0.0
b4297,1.0
b4298,1.0
b0268,0.0
b3715,1.0
b0516,1.0
b0515,1.0
b1617,1.0
b1695,1.0
b1771,1.0
b2907,1.0
b0543,1.0
b1601,1.0
b0624,1.0
b3880,0.0
b3881,0.0
b3877,0.0
b3876,0.0
b1511,0.0
b2371,1.0
b2989,1.0
b2302,1.0
b1619,1.0
b4337,1.0
b1338,0.0
b1337,0.0
b1336,0.0
b2873,1.0
b1430,1.0
b1396,0.0
b3943,1.0
b0578,1.0
b3253,1.0
b1022,1.0
b1021,1.0
b1733,1.0
b4266,0.0
b3493,1.0
b2987,1.0
b0401,1.0
b4141,1.0
b1798,1.0
b3662,1.0
b1592,1.0
b2842,1.0
b4020,1.0
b1985,1.0
b1516,0.0
b1513,0.0
b1514,0.0
b1515,0.0
b1518,0.0
b3240,1.0
b3241,1.0
b1449,0.0
b2245,1.0
b1448,1.0
b3656,1.0
b3883,0.0
b3966,1.0
b4098,1.0
b3488,0.0
b1813,1.0
b2166,1.0
b1103,1.0
b4100,1.0
b4101,1.0
b4096,1.0
b4099,1.0
b4095,1.0
b4092,1.0
b2047,1.0
b4106,1.0
b4105,1.0
b0662,1.0
b2906,1.0
b1400,0.0
b2683,1.0
b2682,1.0
b1821,1.0
b2164,1.0
b1616,1.0
b1517,0.0
b0577,1.0
b0465,1.0
b3291,1.0
b4159,1.0
b2924,1.0
b1330,1.0
b0808,1.0
b2247,1.0
b0597,1.0
b1870,1.0
b3116,1.0
b2796,1.0
b4093,1.0
b3878,0.0
b1206,1.0
b4104,1.0
